Unnamed: 0,Periods,AC,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator
177,82,0,0.0,0.0,0.0,0.0,0.14474,0.0,0.0,0.22,0.0
178,83,0,0.0,0.0,0.0,0.0,0.14252,0.0,0.0,0.22,0.14
179,84,0,0.0,0.0,0.0,0.0,0.14298,0.0,0.0,0.221,0.0
180,85,0,0.0,0.0,0.0,0.0,0.142766666666666,0.0,0.0,0.22,0.0
181,86,0,0.0,0.0,0.0,0.0,0.1433,0.0,0.0,0.22,0.14
182,87,0,0.0,0.0,0.0,0.0,0.144286666666666,0.0,0.0,0.22,0.14
183,88,0,0.0,0.0,0.0,0.0,0.144571428571428,0.0,0.0,0.22,0.0
184,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
185,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
186,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14
187,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
188,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0
189,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
196,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
197,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
202,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
204,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
205,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
208,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
213,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,32,0,0.0,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0
224,33,0,0.0,0.0,0.580266666666666,0.0,0.0,0.0,0.0,0.0,0.0
225,34,0,0.0269875,0.0,1.21173333333333,0.0,0.0,0.0,0.0,0.0,0.0
226,35,0,1.28138125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,36,0,0.03261875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
228,37,0,0.03199375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,38,0,0.03325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,39,0,0.0295125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
231,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
232,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
236,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
239,48,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0
240,49,0,0.0,0.0,0.0,0.207,0.005448,0.0,0.0,0.0,0.0
241,50,0,0.0,0.0,0.0,0.373,0.160175999999999,0.0,0.0,0.0,0.14
242,51,0,0.0,0.0,0.0,0.079,0.19748,0.0,0.0,0.0,0.14
243,52,0,0.0,0.0,0.0,0.0,0.195919999999999,1.17061111111111,0.0,0.0,0.0
244,53,0,0.0,0.0,0.0,0.0,0.11416,0.0,0.0,0.0,0.0
245,54,0,0.0,0.0,0.0,0.0,0.00553599999999999,0.0,0.0,0.0,0.0
246,55,0,0.0,0.0,0.0,0.0,0.005528,0.0,0.0,0.0,0.14
247,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,58,0,0.0,0.00485625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,59,0,0.0,1.12195625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,60,0,0.0,0.07535,0.0,0.0,0.0,1.17061111111111,0.0,0.0,0.0
252,61,0,0.0,0.0865187499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,62,0,0.0,0.00036875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,63,0,0.0,0.0003625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,67,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0
259,68,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0
260,69,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0
261,70,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0
262,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
263,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
266,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
267,76,0,0.0269875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,77,0,1.28138125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,78,0,0.03261875,0.0,0.0,0.0,0.12625625,0.0,0.0,0.0,0.0
270,79,0,0.03199375,0.00485625,0.0,0.0,0.126125,0.0,0.0,0.0,0.14
271,80,0,0.03325,1.12195625,0.0,0.0,0.12581875,0.0,0.0,0.0,0.0
272,81,0,0.0295125,0.07535,0.0,0.0,0.1256875,0.0,0.0,0.342,0.0
273,82,0,0.0,0.0865187499999999,0.0,0.0,0.12570625,0.0,0.0,0.341333333333333,0.14
274,83,0,0.0,0.00036875,0.0,0.0,0.12579375,0.0,0.0,0.341333333333333,0.0
275,84,0,0.0,0.0003625,0.0,0.0,0.1259375,0.0,0.0,0.341666666666666,0.0
276,85,0,0.0,0.0,0.0,0.0,0.1259,0.0,0.0,0.341,0.14
277,86,0,0.0,0.0,0.0,0.0,0.1261125,0.0,0.0,0.341666666666666,0.14
278,87,0,0.0,0.0,0.0,0.0,0.12609375,0.0,0.0,0.343333333333333,0.0
279,88,0,0.0,0.0,0.0,0.0,0.1259875,0.0,0.0,0.341,0.0
280,89,0,0.0,0.0,0.0,0.0,0.12616875,0.0,0.0,0.341666666666666,0.0
281,90,0,0.0,0.0,0.0,0.0,0.12584375,0.0,0.0,0.342333333333333,0.14
282,91,0,0.0,0.0,0.0,0.0,0.12584375,0.0,0.0,0.343,0.0
283,92,0,0.0,0.0,0.0,0.0,0.1254625,0.0,0.0,0.342666666666666,0.0
284,93,0,0.0,0.0,0.0,0.0,0.12565,0.0,0.0,0.341333333333333,0.0
285,94,0,0.0,0.0,0.0,0.0,0.12584375,0.0,0.0,0.327333333333333,0.0
286,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
291,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
292,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
297,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
299,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
300,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
303,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
308,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
