Unnamed: 0,Periods,AC,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator
35,36,0,0.0,0.0,0.0338375,0.0,0.0,0.0,0.0,0.0,0.0
36,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
37,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40,0,2.22185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
40,41,0,2.20876923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
41,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
45,46,0,0.0,1.95172903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,47,0,0.0,1.90771428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
48,49,0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0
49,50,0,0.0,0.0,0.0,0.068,0.09953,0.0,0.0,0.0,0.0
50,51,0,0.0,0.0,0.0,0.557,0.14899,0.0,0.0,0.0,0.14
51,52,0,0.0,0.0,0.0,0.101,0.14945,0.0,0.0,0.0,0.14
52,53,0,0.0,0.0,0.0,1.016,0.148129999999999,0.0,0.0,0.0,0.0
53,54,0,0.0,0.0,0.0,0.793,0.14803,1.14,0.0,0.0,0.0
54,55,0,0.0,0.0,0.0,0.103,0.12486,0.0,0.0,0.0,0.0
55,56,0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.14
56,57,0,0.0,0.0,0.0,0.397,0.0,0.0,0.0,0.0,0.0
57,58,0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0
58,59,0,0.0,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.0
59,60,0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
60,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,62,0,0.0,0.0,0.0,0.0,0.0,0.0,1.88392857142857,0.0,0.0
62,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67,0,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0
67,68,0,0.0,0.0,0.0,0.387,0.0,0.0,0.0,0.0,0.14
68,69,0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,0.0
69,70,0,1.35884375,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0
70,71,0,0.76154375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
71,72,0,0.6046375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
72,73,0,0.5823875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,74,0,0.06430625,0.804425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75,0,0.0,1.12811249999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,76,0,0.0,0.09845625,0.0,0.0,0.0,0.0,0.0,0.0,0.14
76,77,0,0.0,0.0924875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,78,0,0.0,0.0999625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,79,0,0.0,0.08594375,0.0,0.0,0.0,0.0,0.0,0.0,0.14
79,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
82,83,0,0.0,0.0,0.0,0.0,0.0343625,0.0,0.0,0.0,0.14
83,84,0,0.0,0.0,0.0,0.0,0.04310625,0.0,0.0,0.0,0.0
84,85,0,0.0,0.0,0.0,0.0,0.04315,0.0,0.0,0.0,0.0
85,86,0,0.0,0.0,0.0,0.0,0.043125,0.0,0.0,0.0,0.0
86,87,0,0.0,0.0,0.0,0.0,0.04285,0.0,0.0,0.0,0.14
87,88,0,0.0,0.0,0.0,0.0,0.042725,0.0,0.0,0.0,0.0
88,89,0,0.0,0.0,0.0,0.0,0.04271875,0.0,0.0,0.0,0.0
89,90,0,0.0,0.0,0.0,0.0,0.0431375,0.0,0.0,0.0,0.0
90,91,0,0.0,0.0,0.0,0.0,0.042525,0.0,0.0,0.0,0.0
91,92,0,0.0,0.0,0.0,0.0,0.00300625,0.0,0.0,0.0,0.0
92,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
105,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
108,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
109,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
113,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,19,0,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0
115,20,0,0.0,0.0,0.0,0.387,0.0,0.0,0.0,0.0,0.14
116,21,0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,0.0
117,22,0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0
118,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
119,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
120,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
124,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
132,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
135,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
136,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,43,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0
139,44,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.14
140,45,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0
141,46,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0
142,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
143,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,49,0,0.0,0.0,0.0,0.0,0.0406133333333333,0.0,0.0,0.0,0.0
145,50,0,0.0,0.0,0.0,0.0,0.0647666666666666,0.0,0.0,0.0,0.14
146,51,0,0.0,0.0,0.0,0.0,0.0439333333333333,0.0,0.0,0.0,0.14
147,52,0,0.0,0.0,0.0,0.0,0.0720066666666666,0.0,0.0,0.0,0.0
148,53,0,0.0,0.0,0.0,0.0,0.108213333333333,0.0,0.0,0.0,0.0
149,54,0,0.0,0.0,0.0,0.0,0.107893333333333,0.0,0.0,0.0,0.0
150,55,0,0.0,0.0,0.0,0.0,0.0648466666666666,0.0,0.0,0.0,0.14
151,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0503333333333333,0.0
153,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686666666666666,0.0
154,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686666666666666,0.0
155,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0
156,61,0,0.0,0.00349714285714285,0.0,0.0,0.0,0.0,0.0,0.0676666666666666,0.0
157,62,0,0.0,1.12106857142857,0.0,0.0,0.0,0.0,0.0,0.069,0.0
158,63,0,0.0,0.0690228571428571,0.0,0.0,0.0,0.0,0.0,0.0686666666666666,0.0
159,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683333333333333,0.0
160,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.0
161,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121333333333333,0.14
162,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121666666666666,0.0
163,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136333333333333,0.0
164,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342,0.14
165,70,0,0.0,0.0,0.0,0.0,0.0977374999999999,0.0,0.0,0.342666666666666,0.14
166,71,0,0.0,0.0,0.0,0.0,0.10385625,0.0,0.0,0.342,0.0
167,72,0,0.0,0.0,0.0,0.0,0.10473125,0.0,0.0,0.0,0.0
168,73,0,0.2695875,0.0,0.0,0.0,0.10445,0.0,0.0,0.0,0.0
169,74,0,1.36086875,0.0,0.0,0.0,0.1130875,0.0,0.0,0.0,0.14
170,75,0,1.1394875,0.0,0.0,0.0,0.11510625,0.0,0.0,0.0,0.0
171,76,0,0.0687374999999999,0.0,0.0,0.0,0.1085125,0.0,0.0,0.0,0.0
172,77,0,0.06236875,0.0,0.0,0.0,0.11361875,0.0,0.0,0.0,0.14
173,78,0,0.0,0.0,0.0,0.0,0.115875,0.0,0.0,0.0,0.0
174,79,0,0.0,0.0,0.0,0.273,0.11244375,0.0,0.0,0.0,0.0
175,80,0,0.0,0.0,0.0,0.194,0.11480625,0.0,0.0,0.0,0.14
176,81,0,0.0,0.0,0.0,0.016,0.1109,0.0,1.85966666666666,0.0,0.14
177,82,0,0.0,0.0,0.0,0.517,0.11454375,1.33618446601941,0.0,0.0,0.0
178,83,0,0.0,0.0,0.0,0.432,0.106375,0.0,0.0,0.0,0.0
179,84,0,0.0,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.0
180,85,0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.14
181,86,0,0.0,0.971565714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,87,0,0.0,0.132308571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,88,0,0.0,0.0474114285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,89,0,0.0,0.0626571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,90,0,0.0,0.0469942857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2,0,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0
194,3,0,0.0,0.0,0.0,0.387,0.0,0.0,0.0,0.0,0.0
195,4,0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,0.0
196,5,0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0
197,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
198,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
201,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
202,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
206,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
209,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
212,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
213,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
217,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,42,0,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.14
234,43,0,0.0,0.0,0.0,0.387,0.0,0.0,0.0,0.0,0.0
235,44,0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,0.0
236,45,0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.14
237,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
238,47,0,0.0,0.0,1.065,0.0,0.0,0.0,0.0,0.0,0.0
239,48,0,0.0,0.0,0.8627875,0.0,0.0,0.0,0.0,0.0,0.0
240,49,0,0.0,0.0,0.0267624999999999,0.0,0.0302923076923076,1.12036111111111,0.0,0.0,0.0
241,50,0,0.0,0.0,0.03083125,0.0,0.0291538461538461,0.0,0.0,0.0,0.14
242,51,0,0.0,1.02162857142857,0.0,0.0,0.0292076923076923,0.0,0.0,0.0,0.0
243,52,0,0.0,0.0830571428571428,0.0,0.0,0.0291923076923076,0.0,0.0,0.0,0.0
244,53,0,0.0,0.00149714285714285,0.0,0.0,0.0289384615384615,0.0,0.0,0.0,0.14
245,54,0,0.0,0.0,0.0,0.0,0.0290384615384615,0.0,0.0,0.0,0.0
246,55,0,0.79978125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,56,0,1.02124375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
248,57,0,0.269475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
249,58,0,1.1388375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,59,0,0.06804375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
253,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
258,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
261,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
262,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
266,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
269,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
272,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
273,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
277,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,88,0,0.0,0.0,0.0,0.377,0.184576,0.0,0.0,0.0,0.0
280,89,0,0.0,0.0,0.0,0.387,0.189752,0.0,0.0,0.0,0.0
281,90,0,0.0,0.0,0.0,0.456,0.16136,0.0,0.0,0.0,0.0
282,91,0,0.0,0.0,0.0,0.059,0.157552,0.0,0.0,0.0,0.0
283,92,0,0.0,1.02162857142857,0.0,0.0,0.175336,0.0,0.0,0.0,0.0
284,93,0,0.0,0.0830571428571428,0.0,0.0,0.176968,1.23,0.0,0.0,0.0
285,94,0,1.96618709677419,0.00149714285714285,0.0,0.0,0.17464,0.0,0.0,0.0,0.0
286,95,0,0.0,0.0,0.0,0.0,0.085688,0.0,0.0,0.0,0.0
287,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
295,8,0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0
296,9,0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0
297,10,0,0.0,0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.14
298,11,0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.14
299,12,0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0
300,13,0,0.0,0.0,0.0,0.793,0.0,0.0,0.0,0.0,0.0
301,14,0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0
302,15,0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.14
303,16,0,0.0,0.0,0.0,0.397,0.0,0.0,0.0,0.0,0.0
304,17,0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0
305,18,0,0.0,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.14
306,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
309,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
310,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
314,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,31,0,0.0,0.0,0.0,0.0,0.0,0.0,1.87220879120879,0.0,0.0
319,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,33,0,0.0,0.0,0.0,0.0,0.0,1.246,0.0,0.0,0.0
321,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
