Unnamed: 0,Periods,AC,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator
35,36,0,0.0,0.126913333333333,1.2174375,0.0,0.0,0.0,0.0,0.0,0.0
36,37,0,0.0,0.119746666666666,1.15278125,0.0,0.0,0.0,0.0,0.0,0.0
37,38,0,0.0,0.257466666666666,1.09551874999999,0.0,0.0,0.0,0.0,0.0,0.14
38,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
41,42,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.14
42,43,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0
43,44,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0
44,45,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0
45,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
46,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
49,50,0,0.0,0.0,0.0,0.0,0.0321923076923076,0.0,0.0,0.0,0.0
50,51,0,0.0,0.0,0.0,0.0,0.0328692307692307,0.0,0.0,0.0,0.0
51,52,0,0.0,0.0,0.0,0.0,0.0318153846153846,0.0,0.0,0.0,0.14
52,53,0,0.0,0.0,0.0,0.0,0.0345846153846153,0.0,0.0,0.0,0.14
53,54,0,0.0,0.0,0.0,0.0,0.0341923076923076,0.0,0.0,0.0,0.0
54,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
57,58,0,0.0,0.0,0.0,0.0,0.144373333333333,0.0,0.0,0.0,0.0
58,59,0,0.0,0.0,0.0,0.0,0.144493333333333,0.0,0.0,0.0,0.0
59,60,0,0.0,0.0,0.0,0.0,0.144493333333333,0.0,0.0,0.0,0.0
60,61,0,0.0,0.0,0.0,0.0,0.144686666666666,0.0,0.0,0.0,0.0
61,62,0,0.0,0.0,0.0,0.0,0.14474,0.0,0.0,0.0,0.0
62,63,0,0.0,0.0,0.0,0.0,0.14252,0.0,0.0,0.0,0.0
63,64,0,0.0,0.0,0.0,0.0,0.14298,0.0,0.0,0.0,0.0
64,65,0,0.0,0.0,0.0,0.0,0.142766666666666,0.0,0.0,0.0,0.0
65,66,0,0.0,0.0,0.0,0.0,0.1433,0.0,0.0,0.0,0.0
66,67,0,0.0,0.0,0.0,0.0,0.144286666666666,0.0,0.0,0.0,0.0
67,68,0,0.0,0.0,0.0,0.0,0.144571428571428,0.0,0.0,0.0,0.0
68,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
72,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126666666666666,0.14
75,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.14
76,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
77,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
78,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
79,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14
80,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221,0.0
81,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
82,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14
83,84,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.22,0.0
84,85,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.22,0.0
85,86,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.22,0.14
86,87,0,0.79978125,0.0,0.0,0.079,0.0,0.0,0.0,0.22,0.14
87,88,0,1.02124375,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
88,89,0,0.269475,0.0,0.0,0.0,0.0,2.808,0.0,0.22,0.0
89,90,0,1.1388375,1.97201999999999,0.0,0.0,0.0,0.0,0.0,0.222,0.0
90,91,0,0.06804375,0.326546666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.14
91,92,0,0.0,0.137093333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,93,0,0.0,0.143446666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,94,0,0.0,0.15838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,95,0,0.0,0.183,0.0,0.0,0.0,0.0,2.6622,0.0,0.0
95,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1,0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0
97,2,0,0.0,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0
98,3,0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0
99,4,0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0
100,5,0,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0
101,6,0,0.0,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.0
102,7,0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
103,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
104,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
107,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
108,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
112,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
115,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
118,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
119,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
123,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,33,0,0.0,0.0,0.0,0.0,0.0,1.15357272727272,0.0,0.0,0.0
129,34,0,0.0,0.993314285714285,0.0,0.346,0.0,0.0,0.0,0.0,0.0
130,35,0,0.0,0.0920457142857142,0.0,0.207,0.0,0.0,0.0,0.0,0.0
131,36,0,0.0,0.0784914285714285,0.0,0.373,0.0,0.0,0.0,0.0,0.14
132,37,0,0.0,0.102817142857142,0.0,0.079,0.0,0.0,0.0,0.0,0.0
133,38,0,0.0,1.13406285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,39,0,0.0,0.0741714285714285,0.580266666666666,0.0,0.0,0.0,0.0,0.0,0.14
135,40,0,0.0,0.0,1.21173333333333,0.0,0.0,0.0,0.0,0.0,0.14
136,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
140,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
143,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,49,0,0.0,0.0,0.0,0.0,0.0483384615384615,0.0,0.0,0.0,0.0
145,50,0,0.0,0.0,0.0,0.0,0.0492384615384615,0.0,0.0,0.0,0.14
146,51,0,0.0,0.0,0.0,0.0,0.0486846153846153,0.0,0.0,0.0,0.14
147,52,0,0.0,0.0,0.0,0.0,0.0485461538461538,0.0,0.0,0.0,0.0
148,53,0,0.0,0.0,0.0,0.0,0.0484076923076923,0.0,0.0,0.0,0.0
149,54,0,0.0,0.0,0.0,0.0,0.0472076923076923,0.0,0.0,0.0,0.0
150,55,0,0.0,0.0,0.0,0.0,0.0488461538461538,0.0,0.0,0.0,0.14
151,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,67,0,0.0,0.0,0.0,0.0,0.0645933333333333,0.0,0.0,0.0,0.0
163,68,0,0.0,0.0,0.0,0.0,0.0646666666666666,0.0,0.0,0.0,0.0
164,69,0,0.0,0.0,0.0,0.0,0.0646466666666666,0.0,0.0,0.0,0.0
165,70,0,0.0,0.0,0.0,0.0,0.0549866666666666,0.0,0.0,0.0,0.0
166,71,0,0.0,0.0,0.0,0.0,0.0247533333333333,0.0,0.0,0.0,0.14
167,72,0,0.0,0.0,0.0,0.0,0.10106,0.0,0.0,0.0,0.0
168,73,0,0.0,0.0,0.0,0.0,0.107886666666666,0.0,0.0,0.0,0.0
169,74,0,0.0,0.0,0.0,0.0,0.107853333333333,0.0,0.0,0.0,0.14
170,75,0,0.0,0.0,0.0,0.0,0.107146666666666,0.0,0.0,0.0,0.14
171,76,0,0.0,0.0,0.0,0.0,0.106026666666666,0.0,0.0,0.289333333333333,0.0
172,77,0,0.0,0.0,0.0,0.0,0.1043,0.0,0.0,0.29,0.0
173,78,0,0.0,0.0,0.0,0.0,0.0905333333333333,0.0,0.0,0.29,0.0
174,79,0,0.0,0.0,0.0,0.0,0.0648666666666666,0.0,0.0,0.289333333333333,0.14
175,80,0,0.0,0.0,0.0,0.0,0.0641133333333333,0.0,0.0,0.0756666666666666,0.0
176,81,0,0.0,0.0,0.0,0.0,0.0637333333333333,0.0,0.0,0.069,0.0
177,82,0,0.0,0.0,0.0,0.0,0.0569133333333333,0.0,0.0,0.069,0.14
178,83,0,0.0,0.0,0.0,0.0,0.0594066666666666,0.0,0.0,0.0693333333333333,0.0
179,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696666666666666,0.0
180,85,0,0.0,0.993314285714285,0.0,0.0,0.0,0.0,0.0,0.07,0.14
181,86,0,0.0,0.0920457142857142,0.0,0.0,0.0,0.0,0.0,0.253666666666666,0.14
182,87,0,2.23582857142857,0.0784914285714285,0.0,0.0,0.0,0.0,0.0,0.265666666666666,0.0
183,88,0,2.27965853658536,0.102817142857142,0.0,0.0,0.0,0.0,0.0,0.266,0.0
184,89,0,0.0,1.13406285714285,0.0,0.273,0.0,0.0,0.0,0.266666666666666,0.0
185,90,0,0.0,0.0741714285714285,0.0,0.194,0.0,1.15357272727272,0.0,0.265666666666666,0.14
186,91,0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.175,0.0
187,92,0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0
188,93,0,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.137666666666666,0.0
189,94,0,0.0,0.0,0.0,0.399,0.0,0.0,0.0,0.218,0.0
190,95,0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.218666666666666,0.0
191,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
196,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
199,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
200,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
204,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
207,16,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0
208,17,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0
209,18,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.14
210,19,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.14
211,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
215,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,25,0,0.0,0.0,0.0,0.0,0.0,1.11869387755102,0.0,0.0,0.0
217,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,28,0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0
220,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,33,0,0.0269875,0.0,1.399,0.0,0.0,0.0,0.0,0.0,0.0
225,34,0,1.28138125,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0
226,35,0,0.03261875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,36,0,0.03199375,0.0197375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,37,0,0.03325,1.18658125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,38,0,0.0295125,0.1038375,0.0,0.0,0.0,0.0,0.0,0.0,0.14
230,39,0,0.0,0.08069375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,40,0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,41,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.14
233,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
234,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
238,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,49,0,0.0,0.0,0.0,0.0,0.06278,0.0,0.0,0.0,0.14
241,50,0,0.0,0.0,0.0,0.346,0.1082,0.0,0.0,0.0,0.0
242,51,0,0.0,0.0,0.0,0.207,0.107986666666666,0.0,0.0,0.0,0.0
243,52,0,0.0,0.0,0.0,0.373,0.1076,0.0,0.0,0.0,0.14
244,53,0,0.0,0.0,0.0,0.079,0.0849866666666666,0.0,0.0,0.0,0.14
245,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
249,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,67,0,0.0,0.0,0.0,0.0,0.03141875,0.0,0.0,0.0,0.14
259,68,0,0.0,0.0,0.0,0.0,0.11061875,0.0,0.0,0.0,0.0
260,69,0,0.0,0.0,0.0,0.0,0.1094625,0.0,0.0,0.0,0.0
261,70,0,0.0,0.0,0.0,0.0,0.103725,0.0,0.0,0.0,0.14
262,71,0,0.0,0.0,0.0,0.0,0.10370625,0.0,0.0,0.0,0.14
263,72,0,0.0,0.0,0.0,0.0,0.104125,0.0,0.0,0.0,0.0
264,73,0,0.0,0.0,0.0,0.0,0.1033,0.0,0.0,0.0,0.0
265,74,0,0.0,0.0,0.0,0.0,0.10290625,0.0,0.0,0.0,0.0
266,75,0,0.0,0.0,0.0,0.0,0.101912499999999,0.0,0.0,0.0,0.14
267,76,0,0.0,0.0,0.0,0.0,0.10849375,0.0,0.0,0.0,0.0
268,77,0,0.0,0.0,0.0,0.0,0.10760625,0.0,0.0,0.0,0.0
269,78,0,0.0,0.0,0.0,0.0,0.110224999999999,0.0,0.0,0.0,0.14
270,79,0,0.0,0.0,0.0,0.0,0.10960625,0.0,0.0,0.0,0.0
271,80,0,0.0,0.0,0.0,0.0,0.112125,0.0,0.0,0.0,0.0
272,81,0,0.0,0.0197375,0.0,0.0,0.0850374999999999,1.11869387755102,0.0,0.0,0.14
273,82,0,0.0,1.18658125,0.0,0.0,0.0,0.0,0.0,0.032,0.14
274,83,0,0.0,0.1038375,0.0,0.0,0.0,0.0,0.0,0.22,0.0
275,84,0,0.0,0.08069375,0.0,0.0,0.0,0.0,0.0,0.22,0.0
276,85,0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.22,0.0
277,86,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.22,0.14
278,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
279,88,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.22,0.0
280,89,0,2.19534193548387,0.0,0.0,0.207,0.0,0.0,0.0,0.22,0.0
281,90,0,2.204,0.0,0.0,0.373,0.0,0.0,0.0,0.22,0.0
282,91,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.22,0.0
283,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
284,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
285,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
286,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
287,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,8,0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0
296,9,0,0.0,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.14
297,10,0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0
298,11,0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0
299,12,0,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.14
300,13,0,0.0,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.14
301,14,0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
302,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
305,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
308,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
311,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
312,25,0,0.0,0.0,0.0,0.0,0.0,2.049,0.0,0.0,0.0
313,26,0,0.0,0.0,0.0,0.0,0.0,0.0,2.10828571428571,0.0,0.0
314,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
316,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
